,Date,target,Volume,Volume_in_past1,Volume_in_past2,price_in_past1,price_in_past2,delta_target,delta_price_in_past,delta_volume_in_past,sp500,sp500_in_past1,sp500_in_past2,delta_sp500_in_past
47,2020-06-19,9.212777351938788,524160000,254408000.0,408304000.0,9.197325372464938,9.084439533349283,0.001680051411479956,0.012426285485334325,-0.37691523962537715,293.39422421254534,288.2408368014011,292.0157652122525,-0.012927139081369846
48,2020-06-22,9.270091668982165,398468000,524160000.0,254408000.0,9.212777351938788,9.197325372464938,0.006221176834509602,0.001680051411479956,1.060312568787145,287.62292468132665,293.39422421254534,288.2408368014011,0.01787875537807626
49,2020-06-23,9.520283127566138,375108000,398468000.0,524160000.0,9.270091668982165,9.212777351938788,0.026989102968756725,0.006221176834509602,-0.23979700854700856,292.75911323057716,287.62292468132665,293.39422421254534,-0.019670801450534865
50,2020-06-24,9.445772258455685,449372000,375108000.0,398468000.0,9.520283127566138,9.270091668982165,-0.007826539201833772,0.026989102968756725,-0.05862453195739683,289.35053113495576,292.75911323057716,287.62292468132665,0.01785736847972453
51,2020-06-25,9.32566046007241,376072000,449372000.0,375108000.0,9.445772258455685,9.520283127566138,-0.012715932069583156,-0.007826539201833772,0.1979803150026126,283.4017841112006,289.35053113495576,292.75911323057716,-0.011642958123516373
52,2020-06-26,9.469447680362943,592084000,376072000.0,449372000.0,9.32566046007241,9.445772258455685,0.015418449010250313,-0.012715932069583156,-0.16311652706443658,285.9138815477473,283.4017841112006,289.35053113495576,-0.02055896355338164
53,2020-06-29,9.140260702990933,342248000,592084000.0,376072000.0,9.469447680362943,9.32566046007241,-0.03476305994642697,0.015418449010250313,0.5743900104235359,281.4779087879766,285.9138815477473,283.4017841112006,0.008864084763704257
54,2020-06-30,9.2840458445988,367892000,342248000.0,592084000.0,9.140260702990933,9.469447680362943,0.015730967231691505,-0.03476305994642697,-0.42196039751116393,283.887433157445,281.4779087879766,285.9138815477473,-0.015515066060302013
55,2020-07-01,9.490129655526301,326648000,367892000.0,342248000.0,9.2840458445988,9.140260702990933,0.022197629608582185,0.015730967231691505,0.0749281222972815,289.0984354046909,283.887433157445,281.4779087879766,0.008560261016019418
56,2020-07-02,9.607998645602894,364056000,326648000.0,367892000.0,9.490129655526301,9.2840458445988,0.01242016646294766,0.022197629608582185,-0.11210898850749676,293.4595192207186,289.0984354046909,283.887433157445,0.018355875035707812
57,2020-07-06,9.710418519612443,315892000,364056000.0,326648000.0,9.607998645602894,9.490129655526301,0.010659855167279927,0.01242016646294766,0.11452082976170067,295.44871489916267,293.4595192207186,289.0984354046909,0.015085117323180568
58,2020-07-07,9.91426254954942,357800000,315892000.0,364056000.0,9.710418519612443,9.607998645602894,0.02099230115831436,0.010659855167279927,-0.1322983277297998,294.52422853587154,295.44871489916267,293.4595192207186,0.006778432963177867
59,2020-07-08,9.96160934885514,365480000,357800000.0,315892000.0,9.91426254954942,9.710418519612443,0.004775624921076082,0.02099230115831436,0.13266559457029617,293.8051170821588,294.52422853587154,295.44871489916267,-0.0031290925181605635
60,2020-07-09,10.346866776450545,494548000,365480000.0,357800000.0,9.96160934885514,9.91426254954942,0.03867421559144779,0.004775624921076082,0.021464505310229177,295.8876464178938,293.8051170821588,294.52422853587154,-0.002441603725736125
61,2020-07-10,10.55469679418127,497676000,494548000.0,365480000.0,10.346866776450545,9.96160934885514,0.020086275606036187,0.03867421559144779,0.35314654700667614,293.5249177275487,295.8876464178938,293.8051170821588,0.0070881316037550044
62,2020-07-13,10.56092916094863,457076000,497676000.0,494548000.0,10.55469679418127,10.346866776450545,0.0005904827859002198,0.020086275606036187,0.006324967445020504,298.9600822787399,293.5249177275487,295.8876464178938,-0.007985222495595861
63,2020-07-14,10.042599101327085,542676000,457076000.0,497676000.0,10.56092916094863,10.55469679418127,-0.049079967465191,0.0005904827859002198,-0.08157918002877373,292.5816405052025,298.9600822787399,293.5249177275487,0.018516876159168624
64,2020-07-15,10.38075575724131,403984000,542676000.0,457076000.0,10.042599101327085,10.56092916094863,0.03367222493921318,-0.049079967465191,0.1872773893181878,301.08928005141837,292.5816405052025,298.9600822787399,-0.021335429549388413
65,2020-07-16,9.982791736655608,344964000,403984000.0,542676000.0,10.38075575724131,10.042599101327085,-0.03833670976297598,0.03367222493921318,-0.2555705430127737,298.6425148115598,301.08928005141837,292.5816405052025,0.029077831170560484
66,2020-07-17,10.192613661861978,266284000,344964000.0,403984000.0,9.982791736655608,10.38075575724131,0.021018361470562304,-0.03833670976297598,-0.1460948948473207,300.59430798709116,298.6425148115598,301.08928005141837,-0.008126377795452297
67,2020-07-20,10.24120577258552,284852000,266284000.0,344964000.0,10.192613661861978,9.982791736655608,0.004767384729332012,0.021018361470562304,-0.22808177085145118,300.17405529226573,300.59430798709116,298.6425148115598,0.006535550294180017
68,2020-07-21,10.479187765203843,277036000,284852000.0,266284000.0,10.24120577258552,10.192613661861978,0.023237692699757322,0.004767384729332012,0.06973006263988824,304.8621714162723,300.17405529226573,300.59430798709116,-0.0013980726968504979
69,2020-07-22,10.334156308955176,367292000,277036000.0,284852000.0,10.479187765203843,10.24120577258552,-0.013839952055277023,0.023237692699757322,-0.027438810329574657,303.1531033426866,304.8621714162723,300.17405529226573,0.015617992432563718
70,2020-07-23,10.416388429222602,411660000,367292000.0,277036000.0,10.334156308955176,10.479187765203843,0.007957313379919222,-0.013839952055277023,0.3257915938722765,304.8807391993476,303.1531033426866,304.8621714162723,-0.005606035231088236
71,2020-07-24,9.843238398092819,473292000,411660000.0,367292000.0,10.416388429222602,10.334156308955176,-0.05502387271982317,0.007957313379919222,0.12079762151095041,299.7258086962326,304.8807391993476,303.1531033426866,0.005698888903367248
72,2020-07-27,10.199341982067489,292132000,473292000.0,411660000.0,9.843238398092819,10.416388429222602,0.036177482406975686,-0.05502387271982317,0.14971578487101006,300.36082169398406,299.7258086962326,304.8807391993476,-0.016908022844120775
73,2020-07-28,10.340887711012062,271636000,292132000.0,473292000.0,10.199341982067489,9.843238398092819,0.013877927536250775,0.036177482406975686,-0.3827658189870101,301.10796278963994,300.36082169398406,299.7258086962326,0.0021186463738764503
74,2020-07-29,10.357332306514728,284508000,271636000.0,292132000.0,10.340887711012062,10.199341982067489,0.0015902498859120013,0.013877927536250775,-0.07016006462831871,300.81841364354995,301.10796278963994,300.36082169398406,0.002487478531461354
75,2020-07-30,10.341634697822542,308880000,284508000.0,271636000.0,10.357332306514728,10.340887711012062,-0.0015156034611646181,0.0015902498859120013,0.047386944293098116,300.6130021308088,300.81841364354995,301.10796278963994,-0.0009616123844997118
76,2020-07-31,10.529279388656077,386080000,308880000.0,284508000.0,10.341634697822542,10.357332306514728,0.018144587032555313,-0.0015156034611646181,0.0856636720232823,304.34849488523076,300.6130021308088,300.81841364354995,-0.0006828422178455325
77,2020-08-03,10.697982487653372,412720000,386080000.0,308880000.0,10.529279388656077,10.341634697822542,0.016022283460257514,0.018144587032555313,0.24993524993524993,306.6085343229128,304.34849488523076,300.6130021308088,0.012426251452678323
78,2020-08-04,11.01446287126139,310336000,412720000.0,386080000.0,10.697982487653372,10.529279388656077,0.029583183929612067,0.016022283460257514,0.06900124326564443,306.1789015620823,306.6085343229128,304.34849488523076,0.007425827548561755
79,2020-08-05,11.207838217205914,249924000,310336000.0,412720000.0,11.01446287126139,10.697982487653372,0.01755649351264086,0.029583183929612067,-0.2480713316534212,309.5501341792031,306.1789015620823,306.6085343229128,-0.0014012420162384139
80,2020-08-06,11.313246673361853,244316000,249924000.0,310336000.0,11.207838217205914,11.01446287126139,0.009404887375526071,0.01755649351264086,-0.19466642606723036,309.55943883723586,309.5501341792031,306.1789015620823,0.011010662720132784
